Orthogroup	source	in_orthofinder_single_copy_list	Castanea_mollissima	Cunninghamia_lanceolata_CULA	Liquidambar_formosana	Liriodendron_chinense	Picea_abies	Quercus_suber	Vitis_vinifera
OG0011907	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.10G135700	Cula__CULA07G53430	Lf__L1049_004055	Lc__Lchi00060	Pa__MA_414920g0010	Qs__XP_023895734.2	Vv__XP_010652336.1
OG0011908	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.08G077300	Cula__CULA04G35060	Lf__L1049_013840	Lc__Lchi23364	Pa__MA_265196g0010	Qs__XP_023921512.2	Vv__XP_002285017.1
OG0011910	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.12G077600	Cula__CULA07G48920	Lf__L1049_025950	Lc__Lchi27817	Pa__MA_10435465g0010	Qs__XP_065620933.1	Vv__XP_002285663.1
OG0011919	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.01G266300	Cula__CULA07G37980	Lf__L1049_002347	Lc__Lchi07539	Pa__MA_10432723g0020	Qs__XP_065621232.1	Vv__XP_010660886.1
OG0011921	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.03G076000	Cula__CULA04G35930	Lf__L1049_020005	Lc__Lchi22185	Pa__MA_359293g0010	Qs__XP_065618797.1	Vv__XP_002270792.1
OG0011925	one_per_species_in_Orthogroups	yes	Cm__CmMahoganyH2.08G025800	Cula__CULA02G27160	Lf__L1049_012869	Lc__Lchi04350	Pa__MA_10432139g0010	Qs__XP_023892792.1	Vv__XP_002278413.1
OG0011943	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.05G174600	Cula__CULA05G31470	Lf__L1049_009759	Lc__Lchi28052	Pa__MA_10427936g0010	Qs__XP_023887376.1	Vv__XP_002274769.1
OG0011947	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.01G126700	Cula__CULA10G34610	Lf__L1049_022680	Lc__Lchi15638	Pa__MA_94570g0010	Qs__XP_023927978.1	Vv__XP_002277877.2
OG0011951	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.07G018200	Cula__CULA08G31160	Lf__L1049_003353	Lc__Lchi16356	Pa__MA_10436414g0020	Qs__XP_065627263.1	Vv__XP_002274388.1
OG0011973	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.12G074100	Cula__CULA11G32470	Lf__L1049_026223	Lc__Lchi02299	Pa__MA_15889g0020	Qs__XP_023892927.1	Vv__XP_002285696.1
OG0011975	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.10G153400	Cula__CULA09G45810	Lf__L1049_026344	Lc__Lchi15062	Pa__MA_8156728g0010	Qs__XP_023917885.1	Vv__XP_010664515.1
OG0011986	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.01G151300	Cula__CULA02G11660	Lf__L1049_026847	Lc__Lchi20326	Pa__MA_10101g0010	Qs__XP_023919574.2	Vv__XP_002268373.1
OG0011988	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.10G087400	Cula__CULA05G37220	Lf__L1049_005120	Lc__Lchi04421	Pa__MA_14836g0010	Qs__XP_023908880.2	Vv__XP_002269127.1
OG0011995	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.09G174700	Cula__CULA06G35930	Lf__L1049_008765	Lc__Lchi06102	Pa__MA_133281g0010	Qs__XP_023916327.1	Vv__XP_010653790.1
OG0011996	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.11G003000	Cula__CULA08G35880	Lf__L1049_001164	Lc__Lchi18189	Pa__MA_114043g0010	Qs__XP_023901988.2	Vv__XP_002263612.1
OG0011998	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.01G319000	Cula__CULA01G55040	Lf__L1049_001417	Lc__Lchi17418	Pa__MA_5075g0010	Qs__XP_023876510.1	Vv__XP_002267328.2
OG0012001	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.08G003500	Cula__CULA07G24020	Lf__L1049_021201	Lc__Lchi29957	Pa__MA_10038446g0010	Qs__XP_023910008.1	Vv__XP_002279984.3
OG0012003	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.01G122300	Cula__CULA07G20330	Lf__L1049_027004	Lc__Lchi01754	Pa__MA_10434535g0010	Qs__XP_023875591.2	Vv__XP_002269515.1
OG0012004	one_per_species_in_Orthogroups	yes	Cm__CmMahoganyH2.01G130600	Cula__CULA02G28560	Lf__L1049_022601	Lc__Lchi29420	Pa__MA_117003g0010	Qs__XP_023917858.2	Vv__XP_002272607.2
OG0012006	one_per_species_in_Orthogroups	yes	Cm__CmMahoganyH2.02G050900	Cula__CULA01G32980	Lf__L1049_017064	Lc__Lchi00296	Pa__MA_5791g0010	Qs__XP_023898026.2	Vv__XP_002272388.1
OG0012007	one_per_species_in_Orthogroups	yes	Cm__CmMahoganyH2.03G128000	Cula__CULA09G27620	Lf__L1049_006159	Lc__Lchi19575	Pa__MA_173856g0010	Qs__XP_023902248.1	Vv__XP_003631322.1
OG0012012	one_per_species_in_Orthogroups	yes	Cm__CmMahoganyH2.01G316500	Cula__CULA10G20720	Lf__L1049_001014	Lc__Lchi10673	Pa__MA_9405736g0010	Qs__XP_023929429.2	Vv__XP_002263200.2
OG0012027	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.08G024800	Cula__CULA02G37330	Lf__L1049_013062	Lc__Lchi25630	Pa__MA_10428580g0010	Qs__XP_023882238.1	Vv__XP_002278579.1
OG0012029	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.05G163900	Cula__CULA09G12140	Lf__L1049_010363	Lc__Lchi17745	Pa__MA_10432016g0010	Qs__XP_023895631.1	Vv__XP_010647145.1
OG0012031	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.12G000400	Cula__CULA01G44160	Lf__L1049_026616	Lc__Lchi01671	Pa__MA_93106g0010	Qs__XP_065621050.1	Vv__XP_002264380.3
OG0012040	one_per_species_in_Orthogroups	yes	Cm__CmMahoganyH2.12G096300	Cula__CULA10G21240	Lf__L1049_002970	Lc__Lchi01200	Pa__MA_109119g0010	Qs__XP_023914730.2	Vv__XP_002274994.1
OG0012066	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.01G158900	Cula__CULA02G12510	Lf__L1049_025455	Lc__Lchi20289	Pa__MA_960119g0010	Qs__XP_065623194.1	Vv__XP_002264617.2
OG0012067	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.01G293400	Cula__CULA09G38370	Lf__L1049_001365	Lc__Lchi01018	Pa__MA_184872g0010	Qs__XP_065624273.1	Vv__XP_002280953.1
OG0012069	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.03G105200	Cula__CULA11G31550	Lf__L1049_007062	Lc__Lchi26337	Pa__MA_33582g0010	Qs__XP_065625144.1	Vv__XP_003631230.1
OG0012076	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.08G008500	Cula__CULA09G34780	Lf__L1049_021289	Lc__Lchi14810	Pa__MA_10427627g0010	Qs__XP_065625241.1	Vv__XP_002276273.1
OG0012078	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.02G112100	Cula__CULA01G74960	Lf__L1049_019959	Lc__Lchi02121	Pa__MA_10113879g0010	Qs__XP_023885181.2	Vv__XP_002275141.2
OG0012080	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.05G122800	Cula__CULA08G34950	Lf__L1049_010046	Lc__Lchi17626	Pa__MA_24476g0010	Qs__XP_023916762.1	Vv__XP_002272874.2
OG0012081	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.08G063800	Cula__CULA08G06540	Lf__L1049_013271	Lc__Lchi04297	Pa__MA_134078g0010	Qs__XP_023891265.1	Vv__XP_002279721.1
OG0012082	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.02G105100	Cula__CULA01G51560	Lf__L1049_016879	Lc__Lchi02591	Pa__MA_10434298g0010	Qs__XP_065628417.1	Vv__XP_002271213.1
OG0012087	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.04G065500	Cula__CULA02G44460	Lf__L1049_027886	Lc__Lchi19611	Pa__MA_10435028g0010	Qs__XP_023887731.1	Vv__XP_002267281.3
OG0012088	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.04G140400	Cula__CULA04G35760	Lf__L1049_028081	Lc__Lchi28425	Pa__MA_19015g0010	Qs__XP_023924265.1	Vv__XP_010663104.1
OG0012094	one_per_species_in_Orthogroups	yes	Cm__CmMahoganyH2.08G174900	Cula__CULA11G25540	Lf__L1049_007013	Lc__Lchi16382	Pa__MA_53991g0010	Qs__XP_065631699.1	Vv__XP_002284395.2
OG0012099	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.10G043000	Cula__CULA07G41960	Lf__L1049_022816	Lc__Lchi06057	Pa__MA_9449204g0010	Qs__XP_023916473.2	Vv__XP_002267185.2
OG0012102	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.01G179200	Cula__CULA03G40880	Lf__L1049_000983	Lc__Lchi05168	Pa__MA_449338g0010	Qs__XP_023900749.1	Vv__XP_002264373.1
OG0012105	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.09G008700	Cula__CULA07G22120	Lf__L1049_007913	Lc__Lchi18993	Pa__MA_93206g0010	Qs__XP_023921534.1	Vv__XP_002278867.1
OG0012117	one_per_species_in_Orthogroups	yes	Cm__CmMahoganyH2.01G303100	Cula__CULA11G13460	Lf__L1049_001297	Lc__Lchi05599	Pa__MA_89422g0010	Qs__XP_023916386.1	Vv__XP_002285044.1
OG0012118	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.02G014600	Cula__CULA06G55860	Lf__L1049_016824	Lc__Lchi21211	Pa__MA_115418g0010	Qs__XP_023906051.1	Vv__XP_002278494.1
OG0012120	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.03G084100	Cula__CULA02G21480	Lf__L1049_006235	Lc__Lchi05859	Pa__MA_18506g0010	Qs__XP_023872003.1	Vv__XP_002284969.1
OG0012125	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.12G148300	Cula__CULA07G19940	Lf__L1049_004915	Lc__Lchi29667	Pa__MA_10426146g0010	Qs__XP_023873615.2	Vv__XP_010652447.1
OG0012128	one_per_species_in_Orthogroups	yes	Cm__CmMahoganyH2.06G146300	Cula__CULA06G00470	Lf__L1049_012062	Lc__Lchi25214	Pa__MA_10433551g0010	Qs__XP_023872185.1	Vv__XP_002268768.3
OG0012134	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.12G022000	Cula__CULA11G31680	Lf__L1049_002484	Lc__Lchi08468	Pa__MA_10435849g0020	Qs__XP_065638097.1	Vv__XP_002264216.1
OG0012139	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.12G135300	Cula__CULA09G26830	Lf__L1049_003912	Lc__Lchi21673	Pa__MA_138770g0010	Qs__XP_023907545.2	Vv__XP_002276857.2
OG0012145	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.05G133000	Cula__CULA10G10830	Lf__L1049_010615	Lc__Lchi18933	Pa__MA_10433448g0010	Qs__XP_065629392.1	Vv__XP_002280537.1
OG0012146	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.06G132900	Cula__CULA01G66480	Lf__L1049_011791	Lc__Lchi07399	Pa__MA_8643028g0010	Qs__XP_023912557.2	Vv__XP_002274385.2
OG0012148	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.08G031700	Cula__CULA01G04800	Lf__L1049_013743	Lc__Lchi11239	Pa__MA_32592g0010	Qs__XP_023897482.1	Vv__XP_002284848.1
OG0012149	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.10G176400	Cula__CULA03G35700	Lf__L1049_004263	Lc__Lchi25031	Pa__MA_10427030g0010	Qs__XP_065637555.1	Vv__XP_002280519.2
OG0012150	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.08G051400	Cula__CULA08G47450	Lf__L1049_013329	Lc__Lchi01179	Pa__MA_698449g0010	Qs__XP_065622883.1	Vv__XP_002280634.1
OG0012155	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.12G010700	Cula__CULA09G24930	Lf__L1049_026055	Lc__Lchi16166	Pa__MA_49757g0010	Qs__XP_065616157.1	Vv__XP_003634940.1
OG0012157	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.02G111300	Cula__CULA10G23780	Lf__L1049_020390	Lc__Lchi29995	Pa__MA_10432319g0010	Qs__XP_065639158.1	Vv__XP_010649380.1
OG0012159	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.01G095800	Cula__CULA02G53390	Lf__L1049_018612	Lc__Lchi03699	Pa__MA_5461g0010	Qs__XP_023886474.2	Vv__XP_002283410.2
OG0012162	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.10G080800	Cula__CULA02G37270	Lf__L1049_003979	Lc__Lchi26877	Pa__MA_65964g0010	Qs__XP_023886646.2	Vv__XP_002276328.2
OG0012164	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.01G291600	Cula__CULA03G12120	Lf__L1049_002401	Lc__Lchi02865	Pa__MA_10431462g0010	Qs__XP_023886485.2	Vv__XP_002283932.1
OG0012172	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.03G144200	Cula__CULA03G53880	Lf__L1049_007232	Lc__Lchi11393	Pa__MA_10430625g0010	Qs__XP_065637676.1	Vv__XP_002272590.2
OG0012173	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.08G016500	Cula__CULA05G11530	Lf__L1049_006958	Lc__Lchi30613	Pa__MA_8393g0010	Qs__XP_023871449.1	Vv__XP_002283449.1
OG0012176	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.08G002900	Cula__CULA07G54860	Lf__L1049_004457	Lc__Lchi05325	Pa__MA_10432879g0010	Qs__XP_023884224.1	Vv__XP_002266252.1
OG0012179	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.06G203500	Cula__CULA02G39640	Lf__L1049_007106	Lc__Lchi08395	Pa__MA_70651g0010	Qs__XP_023913774.1	Vv__XP_002263861.1
OG0012183	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.09G131000	Cula__CULA07G31450	Lf__L1049_009488	Lc__Lchi19960	Pa__MA_10426511g0010	Qs__XP_023929241.1	Vv__XP_002263213.1
OG0012189	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.05G079400	Cula__CULA03G45500	Lf__L1049_003973	Lc__Lchi09550	Pa__MA_60111g0010	Qs__XP_023898025.1	Vv__XP_002272988.1
OG0012203	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.10G036200	Cula__CULA02G35820	Lf__L1049_022065	Lc__Lchi19272	Pa__MA_947876g0010	Qs__XP_023924878.1	Vv__XP_002264869.2
OG0012208	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.06G017300	Cula__CULA05G25860	Lf__L1049_000394	Lc__Lchi29865	Pa__MA_23426g0020	Qs__XP_065636426.1	Vv__XP_002268825.1
OG0012215	one_per_species_in_Orthogroups	yes	Cm__CmMahoganyH2.10G147200	Cula__CULA11G27610	Lf__L1049_025520	Lc__Lchi13789	Pa__MA_63370g0010	Qs__XP_023925173.2	Vv__XP_002285788.1
OG0012223	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.10G070400	Cula__CULA08G41330	Lf__L1049_004878	Lc__Lchi00212	Pa__MA_524595g0010	Qs__XP_023895866.1	Vv__XP_002275043.1
OG0012227	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.02G032700	Cula__CULA01G52140	Lf__L1049_016325	Lc__Lchi23040	Pa__MA_89633g0010	Qs__XP_023902368.1	Vv__XP_003631980.1
OG0012228	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.01G280600	Cula__CULA09G22560	Lf__L1049_002612	Lc__Lchi04814	Pa__MA_138679g0010	Qs__XP_023916263.1	Vv__XP_002281420.1
OG0012229	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.01G289000	Cula__CULA10G14090	Lf__L1049_002761	Lc__Lchi14298	Pa__MA_14707g0010	Qs__XP_023912746.1	Vv__XP_002283393.2
OG0012234	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.10G139900	Cula__CULA03G27180	Lf__L1049_025681	Lc__Lchi09278	Pa__MA_77650g0010	Qs__XP_023891583.1	Vv__XP_002285817.1
OG0012236	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.02G163000	Cula__CULA06G30060	Lf__L1049_024985	Lc__Lchi01922	Pa__MA_10435618g0010	Qs__XP_023924347.2	Vv__NP_001268202.1
OG0012239	one_per_species_in_Orthogroups	yes	Cm__CmMahoganyH2.05G009800	Cula__CULA04G22900	Lf__L1049_004275	Lc__Lchi11471	Pa__MA_99909g0010	Qs__XP_023901258.2	Vv__XP_002272277.1
OG0012240	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.03G032800	Cula__CULA08G38550	Lf__L1049_023085	Lc__Lchi23789	Pa__MA_981g0010	Qs__XP_023882842.2	Vv__XP_002266748.1
OG0012243	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.03G055300	Cula__CULA05G47880	Lf__L1049_019893	Lc__Lchi04426	Pa__MA_105116g0010	Qs__XP_065631415.1	Vv__XP_002274195.1
OG0012252	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.10G057100	Cula__CULA05G41470	Lf__L1049_006520	Lc__Lchi17883	Pa__MA_130980g0010	Qs__XP_023876885.1	Vv__XP_002275649.1
OG0012256	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.01G077000	Cula__CULA06G24430	Lf__L1049_026599	Lc__Lchi09354	Pa__MA_85007g0010	Qs__XP_023904487.1	Vv__XP_002272189.1
OG0012257	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.01G099400	Cula__CULA02G70510	Lf__L1049_013896	Lc__Lchi03814	Pa__MA_763g0010	Qs__XP_023922437.2	Vv__XP_002282880.1
OG0012261	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.02G154300	Cula__CULA01G61130	Lf__L1049_023642	Lc__Lchi11720	Pa__MA_179136g0010	Qs__XP_023891455.1	Vv__XP_002279446.1
OG0012262	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.03G016300	Cula__CULA09G09850	Lf__L1049_020929	Lc__Lchi15562	Pa__MA_10483g0010	Qs__XP_023917210.1	Vv__XP_002277942.2
OG0012263	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.03G062000	Cula__CULA06G25330	Lf__L1049_020253	Lc__Lchi26842	Pa__MA_938037g0010	Qs__XP_065615827.1	Vv__XP_002278422.1
OG0012270	one_per_species_in_Orthogroups	yes	Cm__CmMahoganyH2.08G167400	Cula__CULA06G31320	Lf__L1049_006254	Lc__Lchi10122	Pa__MA_20694g0010	Qs__XP_023883417.2	Vv__XP_002283981.1
OG0012276	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.02G109600	Cula__CULA07G44070	Lf__L1049_017574	Lc__Lchi17197	Pa__MA_69008g0010	Qs__XP_065616624.1	Vv__XP_002264227.1
OG0012279	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.05G093900	Cula__CULA01G69920	Lf__L1049_009684	Lc__Lchi08529	Pa__MA_171460g0010	Qs__XP_065627722.1	Vv__XP_010655463.1
OG0012281	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.09G045700	Cula__CULA05G50620	Lf__L1049_013693	Lc__Lchi25514	Pa__MA_101067g0010	Qs__XP_023881864.1	Vv__XP_002283381.1
OG0012288	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.04G136900	Cula__CULA09G36110	Lf__L1049_022283	Lc__Lchi11880	Pa__MA_10427298g0010	Qs__XP_023879024.2	Vv__XP_002263667.2
OG0012290	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.07G024600	Cula__CULA11G10750	Lf__L1049_015302	Lc__Lchi05130	Pa__MA_10432990g0010	Qs__XP_065631920.1	Vv__XP_002267083.1
OG0012294	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.04G054100	Cula__CULA01G32830	Lf__L1049_021277	Lc__Lchi10111	Pa__MA_10434590g0010	Qs__XP_023926919.1	Vv__XP_002268625.1
OG0012295	one_per_species_in_Orthogroups	yes	Cm__CmMahoganyH2.04G109900	Cula__CULA03G24320	Lf__L1049_028573	Lc__Lchi02914	Pa__MA_10432498g0010	Qs__XP_023928001.1	Vv__XP_002284929.1
OG0012302	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.06G164300	Cula__CULA03G55890	Lf__L1049_012253	Lc__Lchi21583	Pa__MA_776900g0010	Qs__XP_023884221.1	Vv__XP_002279143.2
OG0012303	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.06G228800	Cula__CULA10G10420	Lf__L1049_024261	Lc__Lchi18522	Pa__MA_126114g0010	Qs__XP_065626185.1	Vv__XP_002283267.1
OG0012315	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.01G264800	Cula__CULA07G19590	Lf__L1049_003297	Lc__Lchi02386	Pa__MA_43690g0010	Qs__XP_023891260.1	Vv__XP_010660870.1
OG0012318	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.04G090400	Cula__CULA01G66370	Lf__L1049_028337	Lc__Lchi12212	Pa__MA_10431892g0020	Qs__XP_023898729.2	Vv__XP_002273412.2
OG0012319	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.03G110700	Cula__CULA05G53540	Lf__L1049_006708	Lc__Lchi17244	Pa__MA_74869g0010	Qs__XP_023882254.1	Vv__XP_002273831.1
OG0012320	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.05G061700	Cula__CULA03G62320	Lf__L1049_001824	Lc__Lchi04758	Pa__MA_90165g0010	Qs__XP_023901250.1	Vv__XP_002281013.1
OG0012323	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.09G129400	Cula__CULA04G01870	Lf__L1049_008230	Lc__Lchi00651	Pa__MA_6846689g0010	Qs__XP_023891016.1	Vv__XP_002281697.1
OG0012326	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.12G136900	Cula__CULA08G32030	Lf__L1049_005375	Lc__Lchi22526	Pa__MA_627804g0010	Qs__XP_023920124.1	Vv__XP_002275953.1
OG0012331	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.03G069900	Cula__CULA11G15840	Lf__L1049_020299	Lc__Lchi13089	Pa__MA_166588g0010	Qs__XP_023898760.1	Vv__XP_003633692.1
OG0012332	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.03G156700	Cula__CULA02G60210	Lf__L1049_005846	Lc__Lchi23702	Pa__MA_10432866g0010	Qs__XP_065617615.1	Vv__XP_002269008.1
OG0012333	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.04G167400	Cula__CULA05G49820	Lf__L1049_027712	Lc__Lchi02460	Pa__MA_139204g0010	Qs__XP_065632088.1	Vv__XP_003634223.1
OG0012335	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.06G139600	Cula__CULA11G20970	Lf__L1049_011604	Lc__Lchi29086	Pa__MA_100751g0010	Qs__XP_065620634.1	Vv__XP_002273082.1
OG0012336	one_per_species_in_Orthogroups	no	Cm__CmMahoganyH2.08G015100	Cula__CULA05G24800	Lf__L1049_006894	Lc__Lchi16271	Pa__MA_9365g0010	Qs__XP_023880127.1	Vv__XP_002283553.1
