Orthogroup	source	in_orthofinder_single_copy_list	Castanea_mollissima	Cunninghamia_lanceolata_CULA	Liquidambar_formosana	Liriodendron_chinense	Picea_abies	Quercus_suber	Vitis_vinifera
OG0011880	one_per_species_in_Orthogroups	no	CmMahoganyH2.08G101800.1.v1.1	CULA08G32770.1	KAK9274217.1	Lchi28199	MA_41289g0010	XP_023876467.2	XP_002276021.1
OG0011882	one_per_species_in_Orthogroups	no	CmMahoganyH2.06G164400.1.v1.1	CULA05G13240.1	KAK9290971.1	Lchi28034	MA_28618g0010	XP_023888716.1	XP_019080189.1
OG0011885	one_per_species_in_Orthogroups	no	CmMahoganyH2.06G083900.1.v1.1	CULA11G31980.2	KAK9285280.1	Lchi07155	MA_10431938g0010	XP_023916975.1	XP_002262661.3
OG0011887	one_per_species_in_Orthogroups	no	CmMahoganyH2.12G120100.1.v1.1	CULA10G11480.1	KAK9270640.1	Lchi02152	MA_10434527g0010	XP_023874378.2	XP_002284503.3
OG0011890	one_per_species_in_Orthogroups	no	CmMahoganyH2.06G021100.1.v1.1	CULA02G43800.1	KAK9269115.1	Lchi07221	MA_33008g0010	XP_023873583.2	XP_002264297.1
OG0011894	one_per_species_in_Orthogroups	no	CmMahoganyH2.07G008700.1.v1.1	CULA07G37420.2	KAK9275139.1	Lchi02705	MA_948394g0010	XP_023884443.2	XP_002277323.2
OG0011898	one_per_species_in_Orthogroups	no	CmMahoganyH2.01G243800.1.v1.1	CULA08G25820.1	KAK9272449.1	Lchi02490	MA_9934g0010	XP_065625412.1	XP_002274559.2
OG0011907	one_per_species_in_Orthogroups	no	CmMahoganyH2.10G135700.1.v1.1	CULA07G53430.1	KAK9281161.1	Lchi00060	MA_414920g0010	XP_023895734.2	XP_010652336.1
OG0011908	one_per_species_in_Orthogroups	no	CmMahoganyH2.08G077300.1.v1.1	CULA04G35060.1	KAK9280153.1	Lchi23364	MA_265196g0010	XP_023921512.2	XP_002285017.1
OG0011910	one_per_species_in_Orthogroups	no	CmMahoganyH2.12G077600.1.v1.1	CULA07G48920.1	KAK9270371.1	Lchi27817	MA_10435465g0010	XP_065620933.1	XP_002285663.1
OG0011919	one_per_species_in_Orthogroups	no	CmMahoganyH2.01G266300.1.v1.1	CULA07G37980.1	KAK9271978.1	Lchi07539	MA_10432723g0020	XP_065621232.1	XP_010660886.1
OG0011921	one_per_species_in_Orthogroups	no	CmMahoganyH2.03G076000.1.v1.1	CULA04G35930.1	KAK9292051.1	Lchi22185	MA_359293g0010	XP_065618797.1	XP_002270792.1
OG0011925	one_per_species_in_Orthogroups	yes	CmMahoganyH2.08G025800.1.v1.1	CULA02G27160.1	KAK9279191.1	Lchi04350	MA_10432139g0010	XP_023892792.1	XP_002278413.1
OG0011943	one_per_species_in_Orthogroups	no	CmMahoganyH2.05G174600.1.v1.1	CULA05G31470.1	KAK9267335.1	Lchi28052	MA_10427936g0010	XP_023887376.1	XP_002274769.1
OG0011947	one_per_species_in_Orthogroups	no	CmMahoganyH2.01G126700.1.v1.1	CULA10G34610.1	KAK9275416.1	Lchi15638	MA_94570g0010	XP_023927978.1	XP_002277877.2
OG0011951	one_per_species_in_Orthogroups	no	CmMahoganyH2.07G018200.1.v1.1	CULA08G31160.1	KAK9272973.1	Lchi16356	MA_10436414g0020	XP_065627263.1	XP_002274388.1
OG0011973	one_per_species_in_Orthogroups	no	CmMahoganyH2.12G074100.1.v1.1	CULA11G32470.1	KAK9270641.1	Lchi02299	MA_15889g0020	XP_023892927.1	XP_002285696.1
OG0011975	one_per_species_in_Orthogroups	no	CmMahoganyH2.10G153400.1.v1.1	CULA09G45810.1	KAK9270761.1	Lchi15062	MA_8156728g0010	XP_023917885.1	XP_010664515.1
OG0011986	one_per_species_in_Orthogroups	no	CmMahoganyH2.01G151300.1.v1.1	CULA02G11660.2	KAK9271257.1	Lchi20326	MA_10101g0010	XP_023919574.2	XP_002268373.1
OG0011988	one_per_species_in_Orthogroups	no	CmMahoganyH2.10G087400.1.v1.1	CULA05G37220.1	KAK9282207.1	Lchi04421	MA_14836g0010	XP_023908880.2	XP_002269127.1
OG0011995	one_per_species_in_Orthogroups	no	CmMahoganyH2.09G174700.1.v1.1	CULA06G35930.1	KAK9290594.1	Lchi06102	MA_133281g0010	XP_023916327.1	XP_010653790.1
OG0011996	one_per_species_in_Orthogroups	no	CmMahoganyH2.11G003000.1.v1.1	CULA08G35880.1	KAK9269391.1	Lchi18189	MA_114043g0010	XP_023901988.2	XP_002263612.1
OG0011998	one_per_species_in_Orthogroups	no	CmMahoganyH2.01G319000.1.v1.1	CULA01G55040.1	KAK9269640.1	Lchi17418	MA_5075g0010	XP_023876510.1	XP_002267328.2
OG0012001	one_per_species_in_Orthogroups	no	CmMahoganyH2.08G003500.1.v1.1	CULA07G24020.1	KAK9293212.1	Lchi29957	MA_10038446g0010	XP_023910008.1	XP_002279984.3
OG0012003	one_per_species_in_Orthogroups	no	CmMahoganyH2.01G122300.1.v1.1	CULA07G20330.1	KAK9271414.1	Lchi01754	MA_10434535g0010	XP_023875591.2	XP_002269515.1
OG0012004	one_per_species_in_Orthogroups	yes	CmMahoganyH2.01G130600.1.v1.1	CULA02G28560.1	KAK9275337.1	Lchi29420	MA_117003g0010	XP_023917858.2	XP_002272607.2
OG0012006	one_per_species_in_Orthogroups	yes	CmMahoganyH2.02G050900.1.v1.1	CULA01G32980.1	KAK9288605.1	Lchi00296	MA_5791g0010	XP_023898026.2	XP_002272388.1
OG0012007	one_per_species_in_Orthogroups	yes	CmMahoganyH2.03G128000.1.v1.1	CULA09G27620.1	KAK9276623.1	Lchi19575	MA_173856g0010	XP_023902248.1	XP_003631322.1
OG0012012	one_per_species_in_Orthogroups	yes	CmMahoganyH2.01G316500.1.v1.1	CULA10G20720.2	KAK9269244.1	Lchi10673	MA_9405736g0010	XP_023929429.2	XP_002263200.2
OG0012027	one_per_species_in_Orthogroups	no	CmMahoganyH2.08G024800.1.v1.1	CULA02G37330.2	KAK9279383.1	Lchi25630	MA_10428580g0010	XP_023882238.1	XP_002278579.1
OG0012029	one_per_species_in_Orthogroups	no	CmMahoganyH2.05G163900.1.v1.1	CULA09G12140.2	KAK9267926.1	Lchi17745	MA_10432016g0010	XP_023895631.1	XP_010647145.1
OG0012031	one_per_species_in_Orthogroups	no	CmMahoganyH2.12G000400.1.v1.1	CULA01G44160.1	KAK9271027.1	Lchi01671	MA_93106g0010	XP_065621050.1	XP_002264380.3
OG0012040	one_per_species_in_Orthogroups	yes	CmMahoganyH2.12G096300.1.v1.1	CULA10G21240.1	KAK9272596.1	Lchi01200	MA_109119g0010	XP_023914730.2	XP_002274994.1
OG0012066	one_per_species_in_Orthogroups	no	CmMahoganyH2.01G158900.1.v1.1	CULA02G12510.3	KAK9269882.1	Lchi20289	MA_960119g0010	XP_065623194.1	XP_002264617.2
OG0012067	one_per_species_in_Orthogroups	no	CmMahoganyH2.01G293400.1.v1.1	CULA09G38370.1	KAK9269589.1	Lchi01018	MA_184872g0010	XP_065624273.1	XP_002280953.1
OG0012069	one_per_species_in_Orthogroups	no	CmMahoganyH2.03G105200.1.v1.1	CULA11G31550.1	KAK9277518.1	Lchi26337	MA_33582g0010	XP_065625144.1	XP_003631230.1
OG0012076	one_per_species_in_Orthogroups	no	CmMahoganyH2.08G008500.1.v1.1	CULA09G34780.1	KAK9293297.1	Lchi14810	MA_10427627g0010	XP_065625241.1	XP_002276273.1
OG0012078	one_per_species_in_Orthogroups	no	CmMahoganyH2.02G112100.1.v1.1	CULA01G74960.1	KAK9292006.1	Lchi02121	MA_10113879g0010	XP_023885181.2	XP_002275141.2
OG0012080	one_per_species_in_Orthogroups	no	CmMahoganyH2.05G122800.1.v1.1	CULA08G34950.2	KAK9267615.1	Lchi17626	MA_24476g0010	XP_023916762.1	XP_002272874.2
OG0012081	one_per_species_in_Orthogroups	no	CmMahoganyH2.08G063800.1.v1.1	CULA08G06540.1	KAK9279592.1	Lchi04297	MA_134078g0010	XP_023891265.1	XP_002279721.1
OG0012082	one_per_species_in_Orthogroups	no	CmMahoganyH2.02G105100.1.v1.1	CULA01G51560.1	KAK9288423.1	Lchi02591	MA_10434298g0010	XP_065628417.1	XP_002271213.1
OG0012087	one_per_species_in_Orthogroups	no	CmMahoganyH2.04G065500.1.v1.1	CULA02G44460.3	KAK9278321.1	Lchi19611	MA_10435028g0010	XP_023887731.1	XP_002267281.3
OG0012088	one_per_species_in_Orthogroups	no	CmMahoganyH2.04G140400.1.v1.1	CULA04G35760.3	KAK9278514.1	Lchi28425	MA_19015g0010	XP_023924265.1	XP_010663104.1
OG0012094	one_per_species_in_Orthogroups	yes	CmMahoganyH2.08G174900.1.v1.1	CULA11G25540.1	KAK9277469.1	Lchi16382	MA_53991g0010	XP_065631699.1	XP_002284395.2
OG0012099	one_per_species_in_Orthogroups	no	CmMahoganyH2.10G043000.1.v1.1	CULA07G41960.5	KAK9275549.1	Lchi06057	MA_9449204g0010	XP_023916473.2	XP_002267185.2
OG0012102	one_per_species_in_Orthogroups	no	CmMahoganyH2.01G179200.1.v1.1	CULA03G40880.4	KAK9269213.1	Lchi05168	MA_449338g0010	XP_023900749.1	XP_002264373.1
OG0012105	one_per_species_in_Orthogroups	no	CmMahoganyH2.09G008700.1.v1.1	CULA07G22120.1	KAK9289754.1	Lchi18993	MA_93206g0010	XP_023921534.1	XP_002278867.1
OG0012117	one_per_species_in_Orthogroups	yes	CmMahoganyH2.01G303100.1.v1.1	CULA11G13460.2	KAK9269521.1	Lchi05599	MA_89422g0010	XP_023916386.1	XP_002285044.1
OG0012118	one_per_species_in_Orthogroups	no	CmMahoganyH2.02G014600.1.v1.1	CULA06G55860.4	KAK9288370.1	Lchi21211	MA_115418g0010	XP_023906051.1	XP_002278494.1
OG0012120	one_per_species_in_Orthogroups	no	CmMahoganyH2.03G084100.2.v1.1	CULA02G21480.2	KAK9276699.1	Lchi05859	MA_18506g0010	XP_023872003.1	XP_002284969.1
OG0012125	one_per_species_in_Orthogroups	no	CmMahoganyH2.12G148300.1.v1.1	CULA07G19940.1	KAK9282004.1	Lchi29667	MA_10426146g0010	XP_023873615.2	XP_010652447.1
OG0012128	one_per_species_in_Orthogroups	yes	CmMahoganyH2.06G146300.1.v1.1	CULA06G00470.1	KAK9283808.1	Lchi25214	MA_10433551g0010	XP_023872185.1	XP_002268768.3
OG0012134	one_per_species_in_Orthogroups	no	CmMahoganyH2.12G022000.1.v1.1	CULA11G31680.1	KAK9272114.1	Lchi08468	MA_10435849g0020	XP_065638097.1	XP_002264216.1
OG0012139	one_per_species_in_Orthogroups	no	CmMahoganyH2.12G135300.1.v1.1	CULA09G26830.1	KAK9281020.1	Lchi21673	MA_138770g0010	XP_023907545.2	XP_002276857.2
OG0012145	one_per_species_in_Orthogroups	no	CmMahoganyH2.05G133000.1.v1.1	CULA10G10830.1	KAK9268173.1	Lchi18933	MA_10433448g0010	XP_065629392.1	XP_002280537.1
OG0012146	one_per_species_in_Orthogroups	no	CmMahoganyH2.06G132900.1.v1.1	CULA01G66480.1	KAK9283544.1	Lchi07399	MA_8643028g0010	XP_023912557.2	XP_002274385.2
OG0012148	one_per_species_in_Orthogroups	no	CmMahoganyH2.08G031700.1.v1.1	CULA01G04800.2	KAK9280058.1	Lchi11239	MA_32592g0010	XP_023897482.1	XP_002284848.1
OG0012149	one_per_species_in_Orthogroups	no	CmMahoganyH2.10G176400.1.v1.1	CULA03G35700.5	KAK9281363.1	Lchi25031	MA_10427030g0010	XP_065637555.1	XP_002280519.2
OG0012150	one_per_species_in_Orthogroups	no	CmMahoganyH2.08G051400.1.v1.1	CULA08G47450.2	KAK9279649.1	Lchi01179	MA_698449g0010	XP_065622883.1	XP_002280634.1
OG0012155	one_per_species_in_Orthogroups	no	CmMahoganyH2.12G010700.1.v1.1	CULA09G24930.1	KAK9270475.1	Lchi16166	MA_49757g0010	XP_065616157.1	XP_003634940.1
OG0012157	one_per_species_in_Orthogroups	no	CmMahoganyH2.02G111300.1.v1.1	CULA10G23780.1	KAK9292420.1	Lchi29995	MA_10432319g0010	XP_065639158.1	XP_010649380.1
OG0012159	one_per_species_in_Orthogroups	no	CmMahoganyH2.01G095800.1.v1.1	CULA02G53390.1	KAK9273802.1	Lchi03699	MA_5461g0010	XP_023886474.2	XP_002283410.2
OG0012162	one_per_species_in_Orthogroups	no	CmMahoganyH2.10G080800.1.v1.1	CULA02G37270.1	KAK9281086.1	Lchi26877	MA_65964g0010	XP_023886646.2	XP_002276328.2
OG0012164	one_per_species_in_Orthogroups	no	CmMahoganyH2.01G291600.1.v1.1	CULA03G12120.2	KAK9272032.1	Lchi02865	MA_10431462g0010	XP_023886485.2	XP_002283932.1
OG0012172	one_per_species_in_Orthogroups	no	CmMahoganyH2.03G144200.1.v1.1	CULA03G53880.1	KAK9277685.1	Lchi11393	MA_10430625g0010	XP_065637676.1	XP_002272590.2
OG0012173	one_per_species_in_Orthogroups	no	CmMahoganyH2.08G016500.1.v1.1	CULA05G11530.1	KAK9277415.1	Lchi30613	MA_8393g0010	XP_023871449.1	XP_002283449.1
OG0012176	one_per_species_in_Orthogroups	no	CmMahoganyH2.08G002900.2.v1.1	CULA07G54860.4	KAK9281554.1	Lchi05325	MA_10432879g0010	XP_023884224.1	XP_002266252.1
OG0012179	one_per_species_in_Orthogroups	no	CmMahoganyH2.06G203500.1.v1.1	CULA02G39640.1	KAK9277561.1	Lchi08395	MA_70651g0010	XP_023913774.1	XP_002263861.1
OG0012183	one_per_species_in_Orthogroups	no	CmMahoganyH2.09G131000.1.v1.1	CULA07G31450.1	KAK9291298.1	Lchi19960	MA_10426511g0010	XP_023929241.1	XP_002263213.1
OG0012189	one_per_species_in_Orthogroups	no	CmMahoganyH2.05G079400.1.v1.1	CULA03G45500.4	KAK9281080.1	Lchi09550	MA_60111g0010	XP_023898025.1	XP_002272988.1
OG0012203	one_per_species_in_Orthogroups	no	CmMahoganyH2.10G036200.1.v1.1	CULA02G35820.4	KAK9274813.1	Lchi19272	MA_947876g0010	XP_023924878.1	XP_002264869.2
OG0012208	one_per_species_in_Orthogroups	no	CmMahoganyH2.06G017300.1.v1.1	CULA05G25860.1	KAK9268637.1	Lchi29865	MA_23426g0020	XP_065636426.1	XP_002268825.1
OG0012215	one_per_species_in_Orthogroups	yes	CmMahoganyH2.10G147200.1.v1.1	CULA11G27610.1	KAK9269947.1	Lchi13789	MA_63370g0010	XP_023925173.2	XP_002285788.1
OG0012223	one_per_species_in_Orthogroups	no	CmMahoganyH2.10G070400.1.v1.1	CULA08G41330.1	KAK9281969.1	Lchi00212	MA_524595g0010	XP_023895866.1	XP_002275043.1
OG0012227	one_per_species_in_Orthogroups	no	CmMahoganyH2.02G032700.1.v1.1	CULA01G52140.1	KAK9287883.1	Lchi23040	MA_89633g0010	XP_023902368.1	XP_003631980.1
OG0012228	one_per_species_in_Orthogroups	no	CmMahoganyH2.01G280600.1.v1.1	CULA09G22560.2	KAK9272241.1	Lchi04814	MA_138679g0010	XP_023916263.1	XP_002281420.1
OG0012229	one_per_species_in_Orthogroups	no	CmMahoganyH2.01G289000.1.v1.1	CULA10G14090.2	KAK9272390.1	Lchi14298	MA_14707g0010	XP_023912746.1	XP_002283393.2
OG0012234	one_per_species_in_Orthogroups	no	CmMahoganyH2.10G139900.1.v1.1	CULA03G27180.1	KAK9270107.1	Lchi09278	MA_77650g0010	XP_023891583.1	XP_002285817.1
OG0012236	one_per_species_in_Orthogroups	no	CmMahoganyH2.02G163000.1.v1.1	CULA06G30060.3	KAK9285784.1	Lchi01922	MA_10435618g0010	XP_023924347.2	NP_001268202.1
OG0012239	one_per_species_in_Orthogroups	yes	CmMahoganyH2.05G009800.1.v1.1	CULA04G22900.1	KAK9281375.1	Lchi11471	MA_99909g0010	XP_023901258.2	XP_002272277.1
OG0012240	one_per_species_in_Orthogroups	no	CmMahoganyH2.03G032800.1.v1.1	CULA08G38550.1	KAK9275814.1	Lchi23789	MA_981g0010	XP_023882842.2	XP_002266748.1
OG0012243	one_per_species_in_Orthogroups	no	CmMahoganyH2.03G055300.1.v1.1	CULA05G47880.3	KAK9291941.1	Lchi04426	MA_105116g0010	XP_065631415.1	XP_002274195.1
OG0012252	one_per_species_in_Orthogroups	no	CmMahoganyH2.10G057100.1.v1.1	CULA05G41470.1	KAK9276981.1	Lchi17883	MA_130980g0010	XP_023876885.1	XP_002275649.1
OG0012256	one_per_species_in_Orthogroups	no	CmMahoganyH2.01G077000.1.v1.1	CULA06G24430.1	KAK9271011.1	Lchi09354	MA_85007g0010	XP_023904487.1	XP_002272189.1
OG0012257	one_per_species_in_Orthogroups	no	CmMahoganyH2.01G099400.1.v1.1	CULA02G70510.1	KAK9280209.1	Lchi03814	MA_763g0010	XP_023922437.2	XP_002282880.1
OG0012261	one_per_species_in_Orthogroups	no	CmMahoganyH2.02G154300.1.v1.1	CULA01G61130.3	KAK9284469.1	Lchi11720	MA_179136g0010	XP_023891455.1	XP_002279446.1
OG0012262	one_per_species_in_Orthogroups	no	CmMahoganyH2.03G016300.1.v1.1	CULA09G09850.1	KAK9292947.1	Lchi15562	MA_10483g0010	XP_023917210.1	XP_002277942.2
OG0012263	one_per_species_in_Orthogroups	no	CmMahoganyH2.03G062000.1.v1.1	CULA06G25330.1	KAK9292289.1	Lchi26842	MA_938037g0010	XP_065615827.1	XP_002278422.1
OG0012270	one_per_species_in_Orthogroups	yes	CmMahoganyH2.08G167400.1.v1.1	CULA06G31320.1	KAK9276718.1	Lchi10122	MA_20694g0010	XP_023883417.2	XP_002283981.1
OG0012276	one_per_species_in_Orthogroups	no	CmMahoganyH2.02G109600.1.v1.1	CULA07G44070.1	KAK9289102.1	Lchi17197	MA_69008g0010	XP_065616624.1	XP_002264227.1
OG0012279	one_per_species_in_Orthogroups	no	CmMahoganyH2.05G093900.1.v1.1	CULA01G69920.1	KAK9267262.1	Lchi08529	MA_171460g0010	XP_065627722.1	XP_010655463.1
OG0012281	one_per_species_in_Orthogroups	no	CmMahoganyH2.09G045700.1.v1.1	CULA05G50620.2	KAK9280008.1	Lchi25514	MA_101067g0010	XP_023881864.1	XP_002283381.1
OG0012288	one_per_species_in_Orthogroups	no	CmMahoganyH2.04G136900.1.v1.1	CULA09G36110.2	KAK9275025.1	Lchi11880	MA_10427298g0010	XP_023879024.2	XP_002263667.2
OG0012290	one_per_species_in_Orthogroups	no	CmMahoganyH2.07G024600.1.v1.1	CULA11G10750.1	KAK9286895.1	Lchi05130	MA_10432990g0010	XP_065631920.1	XP_002267083.1
OG0012294	one_per_species_in_Orthogroups	no	CmMahoganyH2.04G054100.1.v1.1	CULA01G32830.1	KAK9293285.1	Lchi10111	MA_10434590g0010	XP_023926919.1	XP_002268625.1
OG0012295	one_per_species_in_Orthogroups	yes	CmMahoganyH2.04G109900.1.v1.1	CULA03G24320.2	KAK9278991.1	Lchi02914	MA_10432498g0010	XP_023928001.1	XP_002284929.1
OG0012302	one_per_species_in_Orthogroups	no	CmMahoganyH2.06G164300.1.v1.1	CULA03G55890.1	KAK9283994.1	Lchi21583	MA_776900g0010	XP_023884221.1	XP_002279143.2
OG0012303	one_per_species_in_Orthogroups	no	CmMahoganyH2.06G228800.1.v1.1	CULA10G10420.1	KAK9285076.1	Lchi18522	MA_126114g0010	XP_065626185.1	XP_002283267.1
OG0012315	one_per_species_in_Orthogroups	no	CmMahoganyH2.01G264800.1.v1.1	CULA07G19590.1	KAK9272918.1	Lchi02386	MA_43690g0010	XP_023891260.1	XP_010660870.1
OG0012318	one_per_species_in_Orthogroups	no	CmMahoganyH2.04G090400.1.v1.1	CULA01G66370.1	KAK9278760.1	Lchi12212	MA_10431892g0020	XP_023898729.2	XP_002273412.2
OG0012319	one_per_species_in_Orthogroups	no	CmMahoganyH2.03G110700.1.v1.1	CULA05G53540.1	KAK9277169.1	Lchi17244	MA_74869g0010	XP_023882254.1	XP_002273831.1
OG0012320	one_per_species_in_Orthogroups	no	CmMahoganyH2.05G061700.1.v1.1	CULA03G62320.1	KAK9266302.1	Lchi04758	MA_90165g0010	XP_023901250.1	XP_002281013.1
OG0012323	one_per_species_in_Orthogroups	no	CmMahoganyH2.09G129400.1.v1.1	CULA04G01870.1	KAK9290066.1	Lchi00651	MA_6846689g0010	XP_023891016.1	XP_002281697.1
OG0012326	one_per_species_in_Orthogroups	no	CmMahoganyH2.12G136900.1.v1.1	CULA08G32030.1	KAK9282457.1	Lchi22526	MA_627804g0010	XP_023920124.1	XP_002275953.1
OG0012331	one_per_species_in_Orthogroups	no	CmMahoganyH2.03G069900.1.v1.1	CULA11G15840.1	KAK9292333.1	Lchi13089	MA_166588g0010	XP_023898760.1	XP_003633692.1
OG0012332	one_per_species_in_Orthogroups	no	CmMahoganyH2.03G156700.1.v1.1	CULA02G60210.2	KAK9276315.1	Lchi23702	MA_10432866g0010	XP_065617615.1	XP_002269008.1
OG0012333	one_per_species_in_Orthogroups	no	CmMahoganyH2.04G167400.1.v1.1	CULA05G49820.1	KAK9278153.1	Lchi02460	MA_139204g0010	XP_065632088.1	XP_003634223.1
OG0012335	one_per_species_in_Orthogroups	no	CmMahoganyH2.06G139600.1.v1.1	CULA11G20970.3	KAK9283362.1	Lchi29086	MA_100751g0010	XP_065620634.1	XP_002273082.1
OG0012336	one_per_species_in_Orthogroups	no	CmMahoganyH2.08G015100.1.v1.1	CULA05G24800.1	KAK9277352.1	Lchi16271	MA_9365g0010	XP_023880127.1	XP_002283553.1
OG0012337	one_per_species_in_Orthogroups	yes	CmMahoganyH2.09G100400.1.v1.1	CULA09G02980.1	KAK9290693.1	Lchi16502	MA_10434108g0010	XP_065619816.1	XP_002275006.1
OG0012338	one_per_species_in_Orthogroups	no	CmMahoganyH2.10G068600.1.v1.1	CULA07G33150.1	KAK9281785.1	Lchi06416	MA_41168g0010	XP_065636754.1	XP_002271180.1
OG0012339	one_per_species_in_Orthogroups	no	CmMahoganyH2.10G068700.1.v1.1	CULA06G19650.2	KAK9281445.1	Lchi06417	MA_10434091g0010	XP_023872132.2	XP_002271147.1
OG0012340	one_per_species_in_Orthogroups	no	CmMahoganyH2.12G036000.1.v1.1	CULA07G31400.1	KAK9291497.1	Lchi08585	MA_10426825g0010	XP_023923203.1	XP_002277330.1
OG0012342	one_per_species_in_Orthogroups	no	CmMahoganyH2.01G002700.1.v1.1	CULA05G42980.2	KAK9274037.1	Lchi16764	MA_3571527g0010	XP_023883697.1	XP_003631808.1
OG0012343	one_per_species_in_Orthogroups	no	CmMahoganyH2.01G005300.1.v1.1	CULA07G15000.1	KAK9274186.1	Lchi03415	MA_10434672g0010	XP_023904721.2	XP_002279110.1
OG0012344	one_per_species_in_Orthogroups	no	CmMahoganyH2.01G005800.1.v1.1	CULA06G19970.1	KAK9274061.1	Lchi03461	MA_10436679g0010	XP_023904710.2	XP_019075088.1
OG0012350	one_per_species_in_Orthogroups	no	CmMahoganyH2.01G023100.1.v1.1	CULA04G38450.1	KAK9270185.1	Lchi13167	MA_33034g0010	XP_023876314.2	XP_002282947.3
OG0012353	one_per_species_in_Orthogroups	no	CmMahoganyH2.01G033700.1.v1.1	CULA06G41290.1	KAK9271086.1	Lchi13901	MA_10437158g0020	XP_023910929.1	XP_010664597.1
OG0012354	one_per_species_in_Orthogroups	no	CmMahoganyH2.01G039400.1.v1.1	CULA08G49460.1	KAK9269918.1	Lchi23638	MA_130310g0010	XP_023905406.2	XP_010664636.1
OG0012355	one_per_species_in_Orthogroups	yes	CmMahoganyH2.01G039700.1.v1.1	CULA09G31580.1	KAK9269859.1	Lchi23628	MA_18349g0020	XP_023905402.1	XP_002283650.1
OG0012357	one_per_species_in_Orthogroups	no	CmMahoganyH2.01G043600.1.v1.1	CULA01G83710.2	KAK9270716.1	Lchi18773	MA_10285g0010	XP_065626932.1	XP_002281567.2
OG0012358	one_per_species_in_Orthogroups	no	CmMahoganyH2.01G045100.1.v1.1	CULA09G45340.2	KAK9269807.1	Lchi18801	MA_10429464g0010	XP_065632189.1	XP_002281468.1
OG0012361	one_per_species_in_Orthogroups	no	CmMahoganyH2.01G057000.1.v1.1	CULA11G11870.2	KAK9271332.1	Lchi29166	MA_167307g0010	XP_065632256.1	XP_002280655.1
OG0012364	one_per_species_in_Orthogroups	no	CmMahoganyH2.01G069200.1.v1.1	CULA09G22310.1	KAK9270988.1	Lchi11233	MA_99302g0010	XP_023892486.1	XP_002285902.1
OG0012365	one_per_species_in_Orthogroups	yes	CmMahoganyH2.01G069600.1.v1.1	CULA01G47750.1	KAK9270138.1	Lchi18683	MA_10427889g0020	XP_023892473.1	XP_002285904.1
OG0012367	one_per_species_in_Orthogroups	no	CmMahoganyH2.01G074500.1.v1.1	CULA11G22550.6	KAK9269886.1	Lchi12120	MA_65267g0010	XP_023907617.2	XP_002272226.1
OG0012368	one_per_species_in_Orthogroups	no	CmMahoganyH2.01G074600.1.v1.1	CULA09G44110.2	KAK9269917.1	Lchi12119	MA_9447489g0010	XP_023907614.2	XP_002270277.2
OG0012369	one_per_species_in_Orthogroups	no	CmMahoganyH2.01G075200.1.v1.1	CULA04G30280.1	KAK9270507.1	Lchi26640	MA_10426906g0010	XP_023923182.1	XP_002285933.1
OG0012371	one_per_species_in_Orthogroups	no	CmMahoganyH2.01G080100.1.v1.1	CULA08G38230.1	KAK9271155.1	Lchi33882	MA_10427730g0010	XP_023912037.2	XP_002273127.1
OG0012372	one_per_species_in_Orthogroups	no	CmMahoganyH2.01G080300.1.v1.1	CULA08G44770.1	KAK9270671.1	Lchi11279	MA_166041g0010	XP_023912040.1	XP_002274365.1
