Orthogroup	source	C_mollissima	Liriodendron_hybrid	V_vinifera	n_Cunninghamia_lanceolata_CULA	n_Liquidambar_formosana	n_Picea_abies	n_Quercus_suber
OG0012087	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.04G065500.1.v1.1	Lchi19611	XP_002267281.3	1	1	1	1
OG0012088	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.04G140400.1.v1.1	Lchi28425	XP_010663104.1	1	1	1	1
OG0012094	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.08G174900.1.v1.1	Lchi16382	XP_002284395.2	1	1	1	1
OG0012099	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.10G043000.1.v1.1	Lchi06057	XP_002267185.2	1	1	1	1
OG0012102	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.01G179200.1.v1.1	Lchi05168	XP_002264373.1	1	1	1	1
OG0012105	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.09G008700.1.v1.1	Lchi18993	XP_002278867.1	1	1	1	1
OG0012117	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.01G303100.1.v1.1	Lchi05599	XP_002285044.1	1	1	1	1
OG0012118	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.02G014600.1.v1.1	Lchi21211	XP_002278494.1	1	1	1	1
OG0012120	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.03G084100.2.v1.1	Lchi05859	XP_002284969.1	1	1	1	1
OG0012125	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.12G148300.1.v1.1	Lchi29667	XP_010652447.1	1	1	1	1
OG0012128	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.06G146300.1.v1.1	Lchi25214	XP_002268768.3	1	1	1	1
OG0012134	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.12G022000.1.v1.1	Lchi08468	XP_002264216.1	1	1	1	1
OG0012139	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.12G135300.1.v1.1	Lchi21673	XP_002276857.2	1	1	1	1
OG0012145	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.05G133000.1.v1.1	Lchi18933	XP_002280537.1	1	1	1	1
OG0012146	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.06G132900.1.v1.1	Lchi07399	XP_002274385.2	1	1	1	1
OG0012148	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.08G031700.1.v1.1	Lchi11239	XP_002284848.1	1	1	1	1
OG0012149	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.10G176400.1.v1.1	Lchi25031	XP_002280519.2	1	1	1	1
OG0012150	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.08G051400.1.v1.1	Lchi01179	XP_002280634.1	1	1	1	1
OG0012155	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.12G010700.1.v1.1	Lchi16166	XP_003634940.1	1	1	1	1
OG0012157	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.02G111300.1.v1.1	Lchi29995	XP_010649380.1	1	1	1	1
OG0012159	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.01G095800.1.v1.1	Lchi03699	XP_002283410.2	1	1	1	1
OG0012162	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.10G080800.1.v1.1	Lchi26877	XP_002276328.2	1	1	1	1
OG0012164	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.01G291600.1.v1.1	Lchi02865	XP_002283932.1	1	1	1	1
OG0012172	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.03G144200.1.v1.1	Lchi11393	XP_002272590.2	1	1	1	1
OG0012173	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.08G016500.1.v1.1	Lchi30613	XP_002283449.1	1	1	1	1
OG0012176	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.08G002900.2.v1.1	Lchi05325	XP_002266252.1	1	1	1	1
OG0012179	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.06G203500.1.v1.1	Lchi08395	XP_002263861.1	1	1	1	1
OG0012183	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.09G131000.1.v1.1	Lchi19960	XP_002263213.1	1	1	1	1
OG0012189	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.05G079400.1.v1.1	Lchi09550	XP_002272988.1	1	1	1	1
OG0012203	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.10G036200.1.v1.1	Lchi19272	XP_002264869.2	1	1	1	1
OG0012208	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.06G017300.1.v1.1	Lchi29865	XP_002268825.1	1	1	1	1
OG0012215	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.10G147200.1.v1.1	Lchi13789	XP_002285788.1	1	1	1	1
OG0012223	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.10G070400.1.v1.1	Lchi00212	XP_002275043.1	1	1	1	1
OG0012227	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.02G032700.1.v1.1	Lchi23040	XP_003631980.1	1	1	1	1
OG0012228	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.01G280600.1.v1.1	Lchi04814	XP_002281420.1	1	1	1	1
OG0012229	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.01G289000.1.v1.1	Lchi14298	XP_002283393.2	1	1	1	1
OG0012234	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.10G139900.1.v1.1	Lchi09278	XP_002285817.1	1	1	1	1
OG0012236	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.02G163000.1.v1.1	Lchi01922	NP_001268202.1	1	1	1	1
OG0012239	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.05G009800.1.v1.1	Lchi11471	XP_002272277.1	1	1	1	1
OG0012240	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.03G032800.1.v1.1	Lchi23789	XP_002266748.1	1	1	1	1
OG0012243	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.03G055300.1.v1.1	Lchi04426	XP_002274195.1	1	1	1	1
OG0012252	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.10G057100.1.v1.1	Lchi17883	XP_002275649.1	1	1	1	1
OG0012256	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.01G077000.1.v1.1	Lchi09354	XP_002272189.1	1	1	1	1
OG0012257	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.01G099400.1.v1.1	Lchi03814	XP_002282880.1	1	1	1	1
OG0012261	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.02G154300.1.v1.1	Lchi11720	XP_002279446.1	1	1	1	1
OG0012262	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.03G016300.1.v1.1	Lchi15562	XP_002277942.2	1	1	1	1
OG0012263	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.03G062000.1.v1.1	Lchi26842	XP_002278422.1	1	1	1	1
OG0012270	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.08G167400.1.v1.1	Lchi10122	XP_002283981.1	1	1	1	1
OG0012276	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.02G109600.1.v1.1	Lchi17197	XP_002264227.1	1	1	1	1
OG0012279	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.05G093900.1.v1.1	Lchi08529	XP_010655463.1	1	1	1	1
OG0012281	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.09G045700.1.v1.1	Lchi25514	XP_002283381.1	1	1	1	1
OG0012288	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.04G136900.1.v1.1	Lchi11880	XP_002263667.2	1	1	1	1
OG0012290	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.07G024600.1.v1.1	Lchi05130	XP_002267083.1	1	1	1	1
OG0012294	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.04G054100.1.v1.1	Lchi10111	XP_002268625.1	1	1	1	1
OG0012295	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.04G109900.1.v1.1	Lchi02914	XP_002284929.1	1	1	1	1
OG0012302	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.06G164300.1.v1.1	Lchi21583	XP_002279143.2	1	1	1	1
OG0012303	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.06G228800.1.v1.1	Lchi18522	XP_002283267.1	1	1	1	1
OG0012315	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.01G264800.1.v1.1	Lchi02386	XP_010660870.1	1	1	1	1
OG0012318	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.04G090400.1.v1.1	Lchi12212	XP_002273412.2	1	1	1	1
OG0012319	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.03G110700.1.v1.1	Lchi17244	XP_002273831.1	1	1	1	1
OG0012320	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.05G061700.1.v1.1	Lchi04758	XP_002281013.1	1	1	1	1
OG0012323	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.09G129400.1.v1.1	Lchi00651	XP_002281697.1	1	1	1	1
OG0012326	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.12G136900.1.v1.1	Lchi22526	XP_002275953.1	1	1	1	1
OG0012331	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.03G069900.1.v1.1	Lchi13089	XP_003633692.1	1	1	1	1
OG0012332	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.03G156700.1.v1.1	Lchi23702	XP_002269008.1	1	1	1	1
OG0012333	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.04G167400.1.v1.1	Lchi02460	XP_003634223.1	1	1	1	1
OG0012335	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.06G139600.1.v1.1	Lchi29086	XP_002273082.1	1	1	1	1
OG0012336	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.08G015100.1.v1.1	Lchi16271	XP_002283553.1	1	1	1	1
OG0012337	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.09G100400.1.v1.1	Lchi16502	XP_002275006.1	1	1	1	1
OG0012338	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.10G068600.1.v1.1	Lchi06416	XP_002271180.1	1	1	1	1
OG0012339	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.10G068700.1.v1.1	Lchi06417	XP_002271147.1	1	1	1	1
OG0012340	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.12G036000.1.v1.1	Lchi08585	XP_002277330.1	1	1	1	1
OG0012342	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.01G002700.1.v1.1	Lchi16764	XP_003631808.1	1	1	1	1
OG0012343	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.01G005300.1.v1.1	Lchi03415	XP_002279110.1	1	1	1	1
OG0012344	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.01G005800.1.v1.1	Lchi03461	XP_019075088.1	1	1	1	1
OG0012350	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.01G023100.1.v1.1	Lchi13167	XP_002282947.3	1	1	1	1
OG0012353	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.01G033700.1.v1.1	Lchi13901	XP_010664597.1	1	1	1	1
OG0012354	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.01G039400.1.v1.1	Lchi23638	XP_010664636.1	1	1	1	1
OG0012355	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.01G039700.1.v1.1	Lchi23628	XP_002283650.1	1	1	1	1
OG0012357	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.01G043600.1.v1.1	Lchi18773	XP_002281567.2	1	1	1	1
OG0012358	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.01G045100.1.v1.1	Lchi18801	XP_002281468.1	1	1	1	1
OG0012361	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.01G057000.1.v1.1	Lchi29166	XP_002280655.1	1	1	1	1
OG0012364	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.01G069200.1.v1.1	Lchi11233	XP_002285902.1	1	1	1	1
OG0012365	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.01G069600.1.v1.1	Lchi18683	XP_002285904.1	1	1	1	1
OG0012367	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.01G074500.1.v1.1	Lchi12120	XP_002272226.1	1	1	1	1
OG0012368	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.01G074600.1.v1.1	Lchi12119	XP_002270277.2	1	1	1	1
OG0012369	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.01G075200.1.v1.1	Lchi26640	XP_002285933.1	1	1	1	1
OG0012371	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.01G080100.1.v1.1	Lchi33882	XP_002273127.1	1	1	1	1
OG0012372	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.01G080300.1.v1.1	Lchi11279	XP_002274365.1	1	1	1	1
OG0012373	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.01G080500.1.v1.1	Lchi03366	XP_002274272.1	1	1	1	1
OG0012374	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.01G087700.1.v1.1	Lchi00613	XP_002263052.1	1	1	1	1
OG0012376	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.01G090500.1.v1.1	Lchi19688	XP_002281957.1	1	1	1	1
OG0012377	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.01G096000.1.v1.1	Lchi09633	XP_002285573.1	1	1	1	1
OG0012384	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.01G131900.1.v1.1	Lchi06496	XP_010660021.1	1	1	1	1
OG0012385	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.01G134300.1.v1.1	Lchi06480	XP_002280885.1	1	1	1	1
OG0012387	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.01G140100.1.v1.1	Lchi00022	XP_002269912.1	1	1	1	1
OG0012389	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.01G150800.1.v1.1	Lchi33526	XP_002269211.1	1	1	1	1
OG0012391	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.01G159500.1.v1.1	Lchi14004	XP_002265135.1	1	1	1	1
OG0012395	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.01G167100.1.v1.1	Lchi29504	XP_010661108.1	1	1	1	1
OG0012397	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.01G167600.1.v1.1	Lchi27190	XP_002284191.1	1	1	1	1
OG0012398	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.01G168800.1.v1.1	Lchi01008	XP_002280942.1	1	1	1	1
OG0012399	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.01G172400.1.v1.1	Lchi03571	XP_002280407.1	1	1	1	1
OG0012406	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.01G199800.1.v1.1	Lchi25002	XP_019080686.1	1	1	1	1
OG0012407	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.01G200400.1.v1.1	Lchi05896	XP_002274836.2	1	1	1	1
OG0012408	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.01G202700.1.v1.1	Lchi19582	XP_002270157.1	1	1	1	1
OG0012409	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.01G202800.1.v1.1	Lchi05815	XP_002264144.1	1	1	1	1
OG0012410	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.01G209500.1.v1.1	Lchi16802	XP_002280767.1	1	1	1	1
OG0012412	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.01G212100.1.v1.1	Lchi05176	XP_002281553.1	1	1	1	1
OG0012414	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.01G214900.1.v1.1	Lchi00757	XP_002282308.1	1	1	1	1
OG0012415	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.01G215400.1.v1.1	Lchi00734	XP_002282381.1	1	1	1	1
OG0012417	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.01G224500.1.v1.1	Lchi12201	XP_002278556.2	1	1	1	1
OG0012419	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.01G226800.1.v1.1	Lchi07950	XP_002278111.1	1	1	1	1
OG0012422	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.01G237600.1.v1.1	Lchi02364	XP_002276522.1	1	1	1	1
OG0012424	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.01G245700.1.v1.1	Lchi22554	XP_002270554.1	1	1	1	1
OG0012428	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.01G247700.1.v1.1	Lchi20407	XP_003633767.1	1	1	1	1
OG0012429	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.01G260500.1.v1.1	Lchi11687	XP_002272292.2	1	1	1	1
OG0012432	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.01G266800.1.v1.1	Lchi22882	XP_002273877.1	1	1	1	1
OG0012433	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.01G268000.1.v1.1	Lchi14375	XP_002277200.1	1	1	1	1
OG0012435	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.01G275700.1.v1.1	Lchi23340	XP_002275276.3	1	1	1	1
OG0012438	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.01G284400.1.v1.1	Lchi23114	XP_002277137.1	1	1	1	1
OG0012440	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.01G287000.1.v1.1	Lchi16431	XP_002275669.2	1	1	1	1
OG0012441	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.01G293100.1.v1.1	Lchi16081	XP_010661103.2	1	1	1	1
OG0012442	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.01G297300.1.v1.1	Lchi04685	XP_002281353.1	1	1	1	1
OG0012443	one_gene_each_in_target_3species_from_ref7_Orthogroups	CmMahoganyH2.01G298200.1.v1.1	Lchi04697	XP_002281531.1	1	1	1	1
