Orthogroup	source	C_mollissima	Liriodendron_hybrid	V_vinifera	n_Cunninghamia_lanceolata_CULA	n_Liquidambar_formosana	n_Picea_abies	n_Quercus_suber
OG0011925	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.08G025800	Lc__Lchi04350	Vv__XP_002278413.1	1	1	1	1
OG0011943	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.05G174600	Lc__Lchi28052	Vv__XP_002274769.1	1	1	1	1
OG0011947	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G126700	Lc__Lchi15638	Vv__XP_002277877.2	1	1	1	1
OG0011951	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.07G018200	Lc__Lchi16356	Vv__XP_002274388.1	1	1	1	1
OG0011973	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.12G074100	Lc__Lchi02299	Vv__XP_002285696.1	1	1	1	1
OG0011975	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.10G153400	Lc__Lchi15062	Vv__XP_010664515.1	1	1	1	1
OG0011986	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G151300	Lc__Lchi20326	Vv__XP_002268373.1	1	1	1	1
OG0011988	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.10G087400	Lc__Lchi04421	Vv__XP_002269127.1	1	1	1	1
OG0011995	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.09G174700	Lc__Lchi06102	Vv__XP_010653790.1	1	1	1	1
OG0011996	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.11G003000	Lc__Lchi18189	Vv__XP_002263612.1	1	1	1	1
OG0011998	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G319000	Lc__Lchi17418	Vv__XP_002267328.2	1	1	1	1
OG0012001	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.08G003500	Lc__Lchi29957	Vv__XP_002279984.3	1	1	1	1
OG0012003	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G122300	Lc__Lchi01754	Vv__XP_002269515.1	1	1	1	1
OG0012004	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G130600	Lc__Lchi29420	Vv__XP_002272607.2	1	1	1	1
OG0012006	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.02G050900	Lc__Lchi00296	Vv__XP_002272388.1	1	1	1	1
OG0012007	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.03G128000	Lc__Lchi19575	Vv__XP_003631322.1	1	1	1	1
OG0012012	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G316500	Lc__Lchi10673	Vv__XP_002263200.2	1	1	1	1
OG0012027	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.08G024800	Lc__Lchi25630	Vv__XP_002278579.1	1	1	1	1
OG0012029	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.05G163900	Lc__Lchi17745	Vv__XP_010647145.1	1	1	1	1
OG0012031	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.12G000400	Lc__Lchi01671	Vv__XP_002264380.3	1	1	1	1
OG0012040	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.12G096300	Lc__Lchi01200	Vv__XP_002274994.1	1	1	1	1
OG0012066	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G158900	Lc__Lchi20289	Vv__XP_002264617.2	1	1	1	1
OG0012067	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G293400	Lc__Lchi01018	Vv__XP_002280953.1	1	1	1	1
OG0012069	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.03G105200	Lc__Lchi26337	Vv__XP_003631230.1	1	1	1	1
OG0012076	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.08G008500	Lc__Lchi14810	Vv__XP_002276273.1	1	1	1	1
OG0012078	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.02G112100	Lc__Lchi02121	Vv__XP_002275141.2	1	1	1	1
OG0012080	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.05G122800	Lc__Lchi17626	Vv__XP_002272874.2	1	1	1	1
OG0012081	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.08G063800	Lc__Lchi04297	Vv__XP_002279721.1	1	1	1	1
OG0012082	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.02G105100	Lc__Lchi02591	Vv__XP_002271213.1	1	1	1	1
OG0012087	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.04G065500	Lc__Lchi19611	Vv__XP_002267281.3	1	1	1	1
OG0012088	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.04G140400	Lc__Lchi28425	Vv__XP_010663104.1	1	1	1	1
OG0012094	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.08G174900	Lc__Lchi16382	Vv__XP_002284395.2	1	1	1	1
OG0012099	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.10G043000	Lc__Lchi06057	Vv__XP_002267185.2	1	1	1	1
OG0012102	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G179200	Lc__Lchi05168	Vv__XP_002264373.1	1	1	1	1
OG0012105	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.09G008700	Lc__Lchi18993	Vv__XP_002278867.1	1	1	1	1
OG0012117	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G303100	Lc__Lchi05599	Vv__XP_002285044.1	1	1	1	1
OG0012118	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.02G014600	Lc__Lchi21211	Vv__XP_002278494.1	1	1	1	1
OG0012120	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.03G084100	Lc__Lchi05859	Vv__XP_002284969.1	1	1	1	1
OG0012125	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.12G148300	Lc__Lchi29667	Vv__XP_010652447.1	1	1	1	1
OG0012128	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.06G146300	Lc__Lchi25214	Vv__XP_002268768.3	1	1	1	1
OG0012134	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.12G022000	Lc__Lchi08468	Vv__XP_002264216.1	1	1	1	1
OG0012139	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.12G135300	Lc__Lchi21673	Vv__XP_002276857.2	1	1	1	1
OG0012145	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.05G133000	Lc__Lchi18933	Vv__XP_002280537.1	1	1	1	1
OG0012146	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.06G132900	Lc__Lchi07399	Vv__XP_002274385.2	1	1	1	1
OG0012148	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.08G031700	Lc__Lchi11239	Vv__XP_002284848.1	1	1	1	1
OG0012149	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.10G176400	Lc__Lchi25031	Vv__XP_002280519.2	1	1	1	1
OG0012150	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.08G051400	Lc__Lchi01179	Vv__XP_002280634.1	1	1	1	1
OG0012155	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.12G010700	Lc__Lchi16166	Vv__XP_003634940.1	1	1	1	1
OG0012157	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.02G111300	Lc__Lchi29995	Vv__XP_010649380.1	1	1	1	1
OG0012159	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G095800	Lc__Lchi03699	Vv__XP_002283410.2	1	1	1	1
OG0012162	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.10G080800	Lc__Lchi26877	Vv__XP_002276328.2	1	1	1	1
OG0012164	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G291600	Lc__Lchi02865	Vv__XP_002283932.1	1	1	1	1
OG0012172	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.03G144200	Lc__Lchi11393	Vv__XP_002272590.2	1	1	1	1
OG0012173	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.08G016500	Lc__Lchi30613	Vv__XP_002283449.1	1	1	1	1
OG0012176	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.08G002900	Lc__Lchi05325	Vv__XP_002266252.1	1	1	1	1
OG0012179	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.06G203500	Lc__Lchi08395	Vv__XP_002263861.1	1	1	1	1
OG0012183	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.09G131000	Lc__Lchi19960	Vv__XP_002263213.1	1	1	1	1
OG0012189	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.05G079400	Lc__Lchi09550	Vv__XP_002272988.1	1	1	1	1
OG0012203	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.10G036200	Lc__Lchi19272	Vv__XP_002264869.2	1	1	1	1
OG0012208	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.06G017300	Lc__Lchi29865	Vv__XP_002268825.1	1	1	1	1
OG0012215	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.10G147200	Lc__Lchi13789	Vv__XP_002285788.1	1	1	1	1
OG0012223	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.10G070400	Lc__Lchi00212	Vv__XP_002275043.1	1	1	1	1
OG0012227	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.02G032700	Lc__Lchi23040	Vv__XP_003631980.1	1	1	1	1
OG0012228	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G280600	Lc__Lchi04814	Vv__XP_002281420.1	1	1	1	1
OG0012229	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G289000	Lc__Lchi14298	Vv__XP_002283393.2	1	1	1	1
OG0012234	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.10G139900	Lc__Lchi09278	Vv__XP_002285817.1	1	1	1	1
OG0012236	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.02G163000	Lc__Lchi01922	Vv__NP_001268202.1	1	1	1	1
OG0012239	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.05G009800	Lc__Lchi11471	Vv__XP_002272277.1	1	1	1	1
OG0012240	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.03G032800	Lc__Lchi23789	Vv__XP_002266748.1	1	1	1	1
OG0012243	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.03G055300	Lc__Lchi04426	Vv__XP_002274195.1	1	1	1	1
OG0012252	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.10G057100	Lc__Lchi17883	Vv__XP_002275649.1	1	1	1	1
OG0012256	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G077000	Lc__Lchi09354	Vv__XP_002272189.1	1	1	1	1
OG0012257	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G099400	Lc__Lchi03814	Vv__XP_002282880.1	1	1	1	1
OG0012261	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.02G154300	Lc__Lchi11720	Vv__XP_002279446.1	1	1	1	1
OG0012262	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.03G016300	Lc__Lchi15562	Vv__XP_002277942.2	1	1	1	1
OG0012263	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.03G062000	Lc__Lchi26842	Vv__XP_002278422.1	1	1	1	1
OG0012270	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.08G167400	Lc__Lchi10122	Vv__XP_002283981.1	1	1	1	1
OG0012276	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.02G109600	Lc__Lchi17197	Vv__XP_002264227.1	1	1	1	1
OG0012279	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.05G093900	Lc__Lchi08529	Vv__XP_010655463.1	1	1	1	1
OG0012281	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.09G045700	Lc__Lchi25514	Vv__XP_002283381.1	1	1	1	1
OG0012288	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.04G136900	Lc__Lchi11880	Vv__XP_002263667.2	1	1	1	1
OG0012290	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.07G024600	Lc__Lchi05130	Vv__XP_002267083.1	1	1	1	1
OG0012294	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.04G054100	Lc__Lchi10111	Vv__XP_002268625.1	1	1	1	1
OG0012295	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.04G109900	Lc__Lchi02914	Vv__XP_002284929.1	1	1	1	1
OG0012302	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.06G164300	Lc__Lchi21583	Vv__XP_002279143.2	1	1	1	1
OG0012303	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.06G228800	Lc__Lchi18522	Vv__XP_002283267.1	1	1	1	1
OG0012315	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G264800	Lc__Lchi02386	Vv__XP_010660870.1	1	1	1	1
OG0012318	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.04G090400	Lc__Lchi12212	Vv__XP_002273412.2	1	1	1	1
OG0012319	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.03G110700	Lc__Lchi17244	Vv__XP_002273831.1	1	1	1	1
OG0012320	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.05G061700	Lc__Lchi04758	Vv__XP_002281013.1	1	1	1	1
OG0012323	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.09G129400	Lc__Lchi00651	Vv__XP_002281697.1	1	1	1	1
OG0012326	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.12G136900	Lc__Lchi22526	Vv__XP_002275953.1	1	1	1	1
OG0012331	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.03G069900	Lc__Lchi13089	Vv__XP_003633692.1	1	1	1	1
OG0012332	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.03G156700	Lc__Lchi23702	Vv__XP_002269008.1	1	1	1	1
OG0012333	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.04G167400	Lc__Lchi02460	Vv__XP_003634223.1	1	1	1	1
OG0012335	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.06G139600	Lc__Lchi29086	Vv__XP_002273082.1	1	1	1	1
OG0012336	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.08G015100	Lc__Lchi16271	Vv__XP_002283553.1	1	1	1	1
OG0012337	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.09G100400	Lc__Lchi16502	Vv__XP_002275006.1	1	1	1	1
OG0012338	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.10G068600	Lc__Lchi06416	Vv__XP_002271180.1	1	1	1	1
OG0012339	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.10G068700	Lc__Lchi06417	Vv__XP_002271147.1	1	1	1	1
OG0012340	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.12G036000	Lc__Lchi08585	Vv__XP_002277330.1	1	1	1	1
OG0012342	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G002700	Lc__Lchi16764	Vv__XP_003631808.1	1	1	1	1
OG0012343	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G005300	Lc__Lchi03415	Vv__XP_002279110.1	1	1	1	1
OG0012344	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G005800	Lc__Lchi03461	Vv__XP_019075088.1	1	1	1	1
OG0012350	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G023100	Lc__Lchi13167	Vv__XP_002282947.3	1	1	1	1
OG0012353	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G033700	Lc__Lchi13901	Vv__XP_010664597.1	1	1	1	1
OG0012354	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G039400	Lc__Lchi23638	Vv__XP_010664636.1	1	1	1	1
OG0012355	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G039700	Lc__Lchi23628	Vv__XP_002283650.1	1	1	1	1
OG0012357	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G043600	Lc__Lchi18773	Vv__XP_002281567.2	1	1	1	1
OG0012358	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G045100	Lc__Lchi18801	Vv__XP_002281468.1	1	1	1	1
OG0012361	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G057000	Lc__Lchi29166	Vv__XP_002280655.1	1	1	1	1
OG0012364	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G069200	Lc__Lchi11233	Vv__XP_002285902.1	1	1	1	1
OG0012365	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G069600	Lc__Lchi18683	Vv__XP_002285904.1	1	1	1	1
OG0012367	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G074500	Lc__Lchi12120	Vv__XP_002272226.1	1	1	1	1
OG0012368	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G074600	Lc__Lchi12119	Vv__XP_002270277.2	1	1	1	1
OG0012369	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G075200	Lc__Lchi26640	Vv__XP_002285933.1	1	1	1	1
OG0012371	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G080100	Lc__Lchi33882	Vv__XP_002273127.1	1	1	1	1
OG0012372	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G080300	Lc__Lchi11279	Vv__XP_002274365.1	1	1	1	1
OG0012373	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G080500	Lc__Lchi03366	Vv__XP_002274272.1	1	1	1	1
OG0012374	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G087700	Lc__Lchi00613	Vv__XP_002263052.1	1	1	1	1
OG0012376	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G090500	Lc__Lchi19688	Vv__XP_002281957.1	1	1	1	1
OG0012377	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G096000	Lc__Lchi09633	Vv__XP_002285573.1	1	1	1	1
OG0012384	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G131900	Lc__Lchi06496	Vv__XP_010660021.1	1	1	1	1
OG0012385	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G134300	Lc__Lchi06480	Vv__XP_002280885.1	1	1	1	1
OG0012387	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G140100	Lc__Lchi00022	Vv__XP_002269912.1	1	1	1	1
OG0012389	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G150800	Lc__Lchi33526	Vv__XP_002269211.1	1	1	1	1
OG0012391	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G159500	Lc__Lchi14004	Vv__XP_002265135.1	1	1	1	1
OG0012395	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G167100	Lc__Lchi29504	Vv__XP_010661108.1	1	1	1	1
OG0012397	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G167600	Lc__Lchi27190	Vv__XP_002284191.1	1	1	1	1
OG0012398	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G168800	Lc__Lchi01008	Vv__XP_002280942.1	1	1	1	1
OG0012399	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G172400	Lc__Lchi03571	Vv__XP_002280407.1	1	1	1	1
OG0012406	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G199800	Lc__Lchi25002	Vv__XP_019080686.1	1	1	1	1
OG0012407	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G200400	Lc__Lchi05896	Vv__XP_002274836.2	1	1	1	1
OG0012408	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G202700	Lc__Lchi19582	Vv__XP_002270157.1	1	1	1	1
OG0012409	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G202800	Lc__Lchi05815	Vv__XP_002264144.1	1	1	1	1
OG0012410	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G209500	Lc__Lchi16802	Vv__XP_002280767.1	1	1	1	1
OG0012412	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G212100	Lc__Lchi05176	Vv__XP_002281553.1	1	1	1	1
OG0012414	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G214900	Lc__Lchi00757	Vv__XP_002282308.1	1	1	1	1
OG0012415	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G215400	Lc__Lchi00734	Vv__XP_002282381.1	1	1	1	1
OG0012417	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G224500	Lc__Lchi12201	Vv__XP_002278556.2	1	1	1	1
OG0012419	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G226800	Lc__Lchi07950	Vv__XP_002278111.1	1	1	1	1
OG0012422	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G237600	Lc__Lchi02364	Vv__XP_002276522.1	1	1	1	1
