Orthogroup	source	C_mollissima	Liriodendron_hybrid	V_vinifera	n_Cunninghamia_lanceolata_CULA	n_Liquidambar_formosana	n_Picea_abies	n_Quercus_suber
OG0003388	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.06G149300	Lc__Lchi03272	Vv__XP_002276243.1	7	1	2	4
OG0003403	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.07G053200	Lc__Lchi18538	Vv__XP_002273428.1	4	1	7	2
OG0003412	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.08G112900	Lc__Lchi15548	Vv__XP_002273250.3	5	1	6	2
OG0003418	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.09G117600	Lc__Lchi06241	Vv__XP_002275264.2	2	1	10	1
OG0003424	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.10G020900	Lc__Lchi17528	Vv__XP_002277589.1	4	1	8	1
OG0003498	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.12G129400	Lc__Lchi17859	Vv__XP_010652356.1	1	1	1	10
OG0003520	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.08G129500	Lc__Lchi19457	Vv__XP_010651645.1	4	2	6	1
OG0003573	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G177900	Lc__Lchi03327	Vv__XP_010656896.1	4	2	6	1
OG0003611	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.12G027600	Lc__Lchi01387	Vv__XP_003634175.1	4	1	6	2
OG0003664	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G188500	Lc__Lchi09507	Vv__XP_002280205.1	2	1	9	1
OG0003684	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G332600	Lc__Lchi03725	Vv__XP_003634022.1	1	1	5	6
OG0003709	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.02G103700	Lc__Lchi24170	Vv__XP_019075826.1	1	2	1	9
OG0003715	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.02G123300	Lc__Lchi03002	Vv__XP_002276540.1	1	5	1	6
OG0003740	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.04G035600	Lc__Lchi08065	Vv__XP_002273517.1	1	3	8	1
OG0003816	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.09G022500	Lc__Lchi29140	Vv__XP_010651456.1	3	1	7	2
OG0003817	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.09G035500	Lc__Lchi00113	Vv__XP_002266326.1	6	2	4	1
OG0003840	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.11G055300	Lc__Lchi08442	Vv__XP_002265138.1	0	1	0	12
OG0003905	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.05G155600	Lc__Lchi07224	Vv__XP_002273768.2	3	3	4	2
OG0003951	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.04G162800	Lc__Lchi22540	Vv__XP_002280206.1	3	1	7	1
OG0003958	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.09G171100	Lc__Lchi17678	Vv__XP_002284216.1	2	1	8	1
OG0003984	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G009100	Lc__Lchi03485	Vv__XP_002277146.1	2	1	5	4
OG0003985	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.09G020800	Lc__Lchi19392	Vv__XP_002275288.1	5	1	4	2
OG0004044	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.11G050900	Lc__Lchi31456	Vv__XP_002264832.1	1	1	3	7
OG0004046	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G171500	Lc__Lchi00898	Vv__XP_002283565.3	4	1	6	1
OG0004049	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G345900	Lc__Lchi03241	Vv__XP_010656836.1	0	2	1	9
OG0004056	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.04G165900	Lc__Lchi02467	Vv__XP_010663772.1	2	2	7	1
OG0004099	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.08G003000	Lc__Lchi09971	Vv__XP_002265027.3	1	1	8	2
OG0004125	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G040000	Lc__Lchi23625	Vv__XP_002281898.1	6	1	1	4
OG0004131	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G057200	Lc__Lchi29162	Vv__XP_010664765.1	1	1	9	1
OG0004153	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G221500	Lc__Lchi30277	Vv__XP_002272437.1	3	1	7	1
OG0004178	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.02G020600	Lc__Lchi19770	Vv__XP_002281505.1	1	2	7	2
OG0004185	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.02G069000	Lc__Lchi25334	Vv__XP_002274904.1	7	2	2	1
OG0004300	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.07G053400	Lc__Lchi02970	Vv__XP_010652859.1	0	1	0	11
OG0004303	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.07G108600	Lc__Lchi13931	Vv__XP_002284884.1	7	1	3	1
OG0004359	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.11G097000	Lc__Lchi34134	Vv__XP_002265373.1	1	1	1	9
OG0004361	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.11G120500	Lc__Lchi01407	Vv__XP_002273910.2	3	1	2	6
OG0004370	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.12G077700	Lc__Lchi27815	Vv__XP_002283768.1	2	3	6	1
OG0004373	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.12G123200	Lc__Lchi01877	Vv__XP_010664222.1	3	1	2	6
OG0004439	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.10G058500	Lc__Lchi11970	Vv__XP_002282510.2	7	2	1	1
OG0004441	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.12G142700	Lc__Lchi29670	Vv__XP_010652423.1	7	1	1	2
OG0004446	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.10G112000	Lc__Lchi19892	Vv__XP_002272941.1	4	1	5	1
OG0004495	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.08G101300	Lc__Lchi30545	Vv__XP_010651513.1	3	1	7	0
OG0004533	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.09G144200	Lc__Lchi20555	Vv__XP_010653645.1	0	0	10	1
OG0004586	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.09G044300	Lc__Lchi21827	Vv__NP_001268192.1	4	1	5	1
OG0004598	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.12G005500	Lc__Lchi11766	Vv__XP_002263812.1	1	3	3	4
OG0004648	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.06G144300	Lc__Lchi04358	Vv__XP_002271517.1	1	1	1	8
OG0004696	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G240300	Lc__Lchi16451	Vv__XP_002275110.1	1	1	1	8
OG0004699	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G298000	Lc__Lchi32541	Vv__XP_002281524.1	7	1	2	1
OG0004726	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.02G067800	Lc__Lchi06328	Vv__NP_001268197.1	5	1	4	1
OG0004733	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.02G100000	Lc__Lchi24150	Vv__XP_010650257.1	1	2	3	5
OG0004749	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.02G143100	Lc__Lchi20039	Vv__XP_002265425.2	4	1	5	1
OG0004773	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.03G065300	Lc__Lchi13351	Vv__XP_010659873.1	1	2	7	1
OG0004775	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.03G070500	Lc__Lchi00240	Vv__XP_002274609.1	3	1	5	2
OG0004778	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.03G086500	Lc__Lchi21451	Vv__XP_003631183.1	1	1	8	1
OG0004822	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.05G056700	Lc__Lchi25858	Vv__XP_010654686.1	2	1	3	5
OG0004826	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.05G130500	Lc__Lchi11114	Vv__XP_002272135.2	1	4	3	3
OG0004844	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.06G063800	Lc__Lchi28763	Vv__XP_002284857.1	3	0	7	1
OG0004853	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.06G145900	Lc__Lchi25212	Vv__XP_002271131.2	6	1	2	2
OG0004855	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.06G148900	Lc__Lchi19824	Vv__XP_010658477.1	1	2	2	6
OG0004874	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.06G235000	Lc__Lchi18023	Vv__XP_002283883.1	7	1	2	1
OG0004880	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.07G034300	Lc__Lchi03290	Vv__XP_002267225.2	3	1	5	2
OG0004909	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.08G180100	Lc__Lchi16498	Vv__XP_019078917.1	8	1	1	1
OG0004921	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.09G157900	Lc__Lchi29834	Vv__XP_002274283.2	7	2	1	1
OG0004931	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.10G093500	Lc__Lchi03607	Vv__XP_002273919.1	1	2	1	7
OG0004934	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.10G119000	Lc__Lchi09113	Vv__XP_003631831.1	4	1	5	1
OG0004937	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.10G137700	Lc__Lchi06865	Vv__XP_002285829.1	3	1	4	3
OG0004946	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.11G080100	Lc__Lchi24399	Vv__XP_002265646.1	8	1	1	1
OG0004953	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.11G168600	Lc__Lchi27791	Vv__XP_010659441.1	1	1	8	1
OG0004962	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.12G063700	Lc__Lchi04969	Vv__XP_002279400.3	5	1	4	1
OG0004964	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.12G096700	Lc__Lchi01190	Vv__XP_002274101.1	1	3	5	2
OG0004966	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.12G113100	Lc__Lchi02057	Vv__XP_002285888.1	7	1	2	1
OG0004968	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.12G116900	Lc__Lchi35502	Vv__XP_010664180.1	0	1	10	0
OG0005043	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.02G062600	Lc__Lchi10614	Vv__XP_002273359.1	3	1	5	1
OG0005066	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.08G158200	Lc__Lchi12072	Vv__XP_002282660.2	1	2	5	2
OG0005110	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.08G102100	Lc__Lchi09398	Vv__XP_002276163.1	2	1	5	2
OG0005129	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.01G286400	Lc__Lchi13992	Vv__XP_010661047.1	2	1	6	1
OG0005136	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.11G128700	Lc__Lchi01329	Vv__XP_002269223.2	1	2	5	2
OG0005140	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.09G064400	Lc__Lchi26132	Vv__XP_002264659.1	6	1	1	2
OG0005144	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.02G111200	Lc__Lchi02105	Vv__XP_002274616.3	1	2	7	0
OG0005168	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.06G109000	Lc__Lchi25420	Vv__XP_019079281.1	2	3	4	1
OG0005172	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.11G067300	Lc__Lchi17020	Vv__XP_002276427.1	2	1	6	1
OG0005179	one_gene_each_in_target_3species_from_ref7_Orthogroups	Cm__CmMahoganyH2.11G015400	Lc__Lchi26757	Vv__XP_002263263.1	1	1	6	2
